#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-05-29T19:33:31 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60b296d3281370	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=Vmag
#-out=Plx
#-out=B-V
#-out=SpType
#HIPep=HIPep
#Erratum=Erratum
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a12)	Spectral type (H76)	[ucd=src.spType]
HIP;Vmag;Plx;B-V;SpType
115117;10.00;   4.58; 0.210;A2
115119; 7.23;   1.91; 0.000;A0V
115118; 8.99;   2.83; 1.043;K0
115120; 6.51;   7.96; 0.174;A5Vn
115121; 6.49;   4.36; 1.535;K5III
115122; 9.52;  -2.86; 1.051;K0
115123; 8.93;  51.97; 1.154;K7V
115124; 7.70;   3.55; 0.173;A0
115125; 5.19;       ; 0.895;K2V
115127;10.10;  -0.36; 0.175;A0
115126; 5.20;  48.22; 0.787;G6/G8IV
115128; 7.24;   7.32; 0.276;A2
115129; 6.34;   6.66; 0.913;K0III
115130; 8.78;  -1.88; 0.870;G5
115131; 8.57;   3.01; 0.380;F4V
115132; 9.41;   2.92; 1.108;K0
115133; 8.88;   4.49; 0.500;F5IV/V
115134; 8.15;   4.47; 0.338;A3
115135;11.23;   4.20; 0.581;F6.2
115136; 9.39;   5.14; 0.353;F0V
115137; 7.38;  11.64; 1.043;K0
115138; 9.32;   3.45; 0.529;F5
115139; 7.74;   1.12; 1.626;M1III
115140; 8.05;   5.97; 0.048;A2
115141; 6.66;   2.40; 2.288;K5Ibvar
115142; 5.56;  28.72; 0.386;F3IV
115143; 7.79;   5.31; 1.005;K1III
115144; 5.96;   2.92; 1.534;K2/K3III
115145; 6.74;   6.89;-0.029;B9
115146; 7.05;   4.24; 0.130;A3Vm...
115147; 7.53;  50.65; 0.893;G9V
115148; 6.32;   4.68;-0.053;B8III
115149; 8.41;   3.67; 1.141;K5
115150; 8.38;   5.86; 0.260;A3m...
115151; 8.77;  15.31; 0.620;G0V
115152; 5.44;   9.95; 1.014;K0III
115153; 8.76;   1.20; 1.190;K1/K2III:
115154; 9.03;  -1.78; 1.168;K0V
115155;10.05;   4.64; 0.090;A
115156; 8.85;   4.09; 1.050;K0III
115157; 8.44;   3.22; 1.340;K3III
115158; 8.01;   2.70; 1.118;K0III
115159; 7.64;  14.20; 0.508;F8
115160; 8.73;   3.60; 1.061;G5
115161; 9.27;   2.52; 1.108;K0
115162; 8.94;  20.26; 0.749;G0
115163; 9.23;   2.84; 0.998;G0
115164; 9.52;   5.04; 0.513;F5V
115166; 9.60;   8.21; 0.387;F3V
115167;10.21;   3.26; 0.456;F5
115168; 9.27;   4.25; 0.530;F7V
115165; 7.59;  10.90; 0.321;F0
115169; 9.24;   1.99; 0.233;A2
115170; 7.31;   4.02; 1.084;K0III
115171; 6.29;   6.86; 1.123;K1III
115172; 7.28;   3.75;-0.075;A0
115173; 7.96;   3.97; 1.274;K2/K3III/IV
115174; 8.32;   2.74; 0.193;B9
115175; 7.21;   6.30; 0.218;A7III
115176; 8.88;  -0.23; 1.570;M0III:
115177; 8.03;   2.76; 0.944;G5III
115178; 6.35;   5.70; 1.308;K2III
115179; 7.62;   4.63; 1.050;K2
115180; 9.35;   3.82; 0.544;F7V
115181; 8.89;  15.89; 0.871;K2V
115182; 6.91;   4.89; 1.160;K0
115183; 8.09;  11.76; 0.584;F8V
115184; 8.14;   4.37; 1.123;K0/K1III
115185; 8.37;   9.97; 0.513;G0
115186; 7.90;   1.32; 0.038;B3V
115187; 6.89;   3.74; 1.791;K2
115188; 9.50;   3.46; 1.008;M6e-M8e
115189; 8.68;   7.17; 0.488;F8
115190;10.31;  10.32; 0.898;K0
115191; 5.81;   6.01; 1.512;M0III
115192; 9.75;   5.92; 0.710;G5IV/V
115193; 8.56;   6.57; 0.493;F5V
115194; 8.87;  31.50; 0.811;K1V
115195;11.86;   5.59;-0.331;DA:
115196; 8.73;   0.81; 0.129;A2
115197; 6.82;   3.51; 1.245;K1III
115198; 6.94;   2.29; 0.033;B2IV
115199; 9.11;   2.61; 1.079;G8III
115200; 7.35;   4.63; 0.218;A0
115201;10.15;   0.76; 1.057;K0
115202; 8.22;   4.58; 1.106;K0
115203; 7.26;   3.00; 0.269;F0
115204; 7.63;   8.78; 0.282;F0V
115205; 8.91;   2.87; 1.389;K3/K4III
115206; 8.91;   2.91; 1.089;G5
115207; 7.89;   1.65; 1.274;K0
115208; 9.15;   5.11; 0.218;A2
115209; 8.37;   6.40; 0.252;A4m...
115210; 8.99;   0.26; 1.560;M0
115211;11.03;  38.28; 1.450;M2
115212; 8.35;   2.64; 0.095;A0
115213;11.65;  17.84; 1.209;K4
115214; 6.63;   4.37; 1.410;K2
115215; 9.47;   2.04; 0.217;A2
115216; 9.94;   3.98; 0.250;F0V
115217; 8.37;   0.38;-0.018;B8
115218; 6.39;   3.46; 1.678;K1V
115219; 9.73;   2.45; 0.811;G5
115220; 6.64;  20.96; 0.520;F2
115221; 9.45;   4.23; 0.501;F6V
115222;11.46;  11.39; 0.780;G6
115223; 7.95;  11.51; 0.670;G4V
115224; 8.58;   1.70; 0.230;B1npe
115225; 8.21;   0.07; 0.991;K0III
115226; 9.02;   2.12;-0.020;A0
115227; 5.05;   9.56; 1.204;K2III
115228; 6.62;   0.43; 0.598;F5II
115229; 8.54;   3.67; 0.873;G0
115230; 9.20;   6.10; 0.552;F6/F7V
115231; 8.69;   1.46; 1.324;K3III
115232; 8.72;   0.25; 1.071;K0
115233;10.28;   3.60; 0.608;F7V
115234; 7.72;   3.00; 1.026;K0III
115235; 9.12;   2.11; 1.332;K2/K3III
115236; 8.66;   2.22; 0.435;F8
115237; 9.09;   1.97; 0.075;A
115238; 8.25;   6.85; 0.243;A6V
115239; 8.66;  12.85; 0.641;G0
115240; 8.02;   3.40; 1.032;G5
115241; 8.98;   1.63; 0.928;G8III
115242; 8.83;   3.08; 1.293;M5E-M8.5E
115243; 9.75;   4.40; 0.608;F7IV/V
115244; 8.65;   1.87; 0.552;B0.5Vpe
115245; 6.41;   1.86; 1.605;K2III
115246; 9.34;   5.77; 0.715;G3V
115247; 7.30;  16.57; 0.458;F5V
115248;10.60;  -2.96; 0.199;A5IV
115249; 6.92;   7.43; 1.190;K2
115250; 4.58;  19.50; 0.180;A5V
115251; 8.07;   8.93; 0.409;F3/F5IV/V
115252; 8.58;   1.68; 1.611;K5
115253; 7.90;   1.53;-0.032;A0
115254; 9.89;  -1.37; 0.563;F5
115255; 7.34;   7.97; 0.168;A3
115257; 6.17;   8.14; 1.089;K0III
115256;10.29;   5.81; 0.305;G0
115258; 7.60;   2.43; 1.426;K2
115259; 8.49;  -0.31; 1.684;K5
115260; 8.12;   4.27; 0.263;A3
115261; 6.25;  12.50; 0.152;A5Vn
115262; 7.65;   5.07; 0.415;F2
115263; 7.63;   8.73; 0.141;A5II
115264; 9.35;   0.37; 0.013;A1IV
115265; 8.64;   2.02; 1.453;K3/K4III
115266; 9.03;   3.94; 1.129;K1/K2III:
115268; 7.66;   4.19; 0.341;F0
115267; 8.11;   3.78; 0.117;B9p
115270;10.44;   3.97; 0.535;F5/F6V
115269; 8.89;       ; 0.610;Am
115271; 5.58;   7.49; 1.501;M0III
115272; 6.04;  11.09; 0.423;Fm...
115273; 7.65;   9.40; 0.524;F5
115275; 9.68;  17.39; 0.849;K0V
115274; 7.96;   3.99; 1.455;K3III
115276; 8.78;   5.14; 1.051;K0III
115277; 9.38;  26.10; 0.918;K2
115278; 7.74;   3.81; 0.996;G5
115279; 8.50;  13.07; 0.561;F7V
115280; 5.77;  23.59; 0.468;F5V
115281; 9.04;   2.14; 0.944;G8III
115282; 9.64;   5.87; 0.567;F8
115283;10.13;   3.22; 0.398;F0
115284; 6.99;   5.75; 0.922;K0/K1III+..
115285; 8.62;   2.82; 0.960;K0
115286; 7.74;  13.47; 0.649;G3V
115287; 9.25;   0.45; 1.074;K1III
115288; 6.67;  15.11; 0.329;A9III
115289; 8.53;   3.90; 1.190;K2
115290; 8.99;   4.60; 0.568;F8V
115291; 9.35;   2.35; 0.210;A2
115292; 9.15;   2.40; 0.453;G0
115293; 8.96;   2.00; 0.375;A5
115294; 9.95;  10.27; 0.744;
115295; 9.80;   5.00; 0.497;F6V
115296; 8.26;   5.28; 0.235;A5IV/V
115297; 7.17;   6.62; 1.159;K1IV
115298;10.12;  10.19; 0.667;G6/G8V
115299;10.17;   6.33; 0.651;G3V
115300;10.19;   4.67; 0.595;F8/G0V
115301; 7.42;   5.13; 0.944;K0
115302;11.76;  36.97; 1.429;
115303;10.16;   3.17; 0.546;F5
115304; 7.40;   2.77;-0.012;B9
115305; 7.50;   9.87; 0.264;A2
115306; 8.32;   8.46; 0.440;F5
115307; 8.60;   2.46; 1.226;K5...
115308; 8.38;   5.35; 0.996;G8III/IV
115309; 7.87;  11.44; 0.377;F0
115310; 7.17;   0.65; 1.477;K3III
115311; 7.31;   5.49; 1.056;K0
115312; 5.65;   9.92; 0.817;G5IV
115313; 7.35;   3.63; 1.074;K0
115314; 8.42;  15.20; 0.579;F8/G0V
115315; 9.02;   3.48; 0.924;G8III/IV
115316; 6.79;   7.07; 0.140;A0
115317; 7.11;   5.19; 1.440;K2
115318;10.86;   3.81; 0.574;F8
115319;10.37;   8.31; 0.957;K0/K1V
115320; 8.73;   3.77; 0.082;A0
115321; 8.66;   2.46; 0.476;F5V
115322; 7.63;   4.89; 1.279;K4III
115323; 8.19;   5.31; 0.496;F3/F5IV/V
115324;12.42;  -7.70; 1.545;M0
115325; 9.06;   3.00; 0.317;A1/A2III
115326; 8.65;   6.56; 0.290;A
115328; 9.71;  16.65; 0.794;G8V
115327; 8.38;   1.61; 1.190;K0/K1III
115329; 8.96;   6.19; 0.610;G2V
115330; 9.63;   4.49; 0.961;G5/G6V
115331; 7.36;  45.63; 0.801;K1V
115332;11.70;  93.50; 1.524;M:
115333; 7.98;   3.14; 1.323;K3III
115334; 8.41;   3.28; 0.048;B9
115335; 8.39;   3.02; 0.056;A0
115337; 8.48;  12.27; 0.597;G0V
115336; 7.95;   4.47; 0.293;A5
115338; 9.28;   8.11; 0.772;G6V
115339; 8.30;   2.21; 1.269;K5
115340;10.14;   4.43; 0.692;G3/G5
115341; 8.12;  47.66; 1.056;K2
115342; 8.71;  10.56; 0.647;G0
115343; 9.20;   6.17; 0.689;G0
115344;10.17;  20.20; 1.001;K3V
115345; 7.18;   3.40; 1.728;M...
115346; 9.78;  12.82; 0.740;G8/K0V
115347; 7.67;   0.22;-0.199;B3Vn
115348; 9.24;   9.30; 0.558;F7/F8V
115349; 9.28;   3.39; 0.506;F5V
115350; 8.92;   1.88; 1.079;K0
115351; 7.92;   3.32; 1.027;K0III
115352;10.22;   2.32; 0.082;B8
115353; 7.62;   4.85; 1.123;K0
115354; 8.89;   7.83; 0.464;F6V
115355; 5.35;   3.91;-0.101;B6III
115356; 8.41;   5.12; 1.025;K0
115357; 9.38;   6.46; 0.545;F5
115358; 9.93;   3.94; 0.542;F7V
115359; 8.92;  14.97; 0.610;F8V
115360; 6.59;  15.36; 0.400;F5V
115361; 8.13;  15.31; 0.437;F5V
115362; 7.97;   1.96; 0.033;A0
115363; 7.39;   2.91; 1.074;K0
115364; 8.69;   6.86; 0.676;G5
115365; 8.53;   1.82; 1.527;K0
115366; 6.74;  13.45; 0.392;F5III
115367; 9.53;  -0.80; 1.000;K0
115368; 7.93;   2.48; 0.091;B8
115369; 8.54;   2.43; 0.128;A0...
115370; 7.76;  19.28; 0.619;G0
115371; 7.28;   3.50; 1.039;K1III
115372; 7.27;   5.16; 1.163;K1/K2IIICN.
115373;10.83;   8.92; 0.660;G8:
115374; 9.91;   3.17; 0.298;A2
115375; 8.37;   4.37; 0.411;F5
115376; 9.48;  -0.54; 0.058;A0
115377; 8.26;   5.63; 0.902;K0/K1III+..
115378; 8.55;   3.27; 1.141;K1III
115379; 8.50;   5.51; 0.654;G0IV
115380;10.32;  13.26; 0.975;K5V
115381; 8.56;  26.95; 0.853;K0
115382;10.49;   6.51; 0.574;G2V
115383; 8.61;   3.14; 1.157;K0
115384; 8.62;   8.09; 0.507;F6V
115385; 8.01;   7.93; 0.393;F0/F2V
115386; 9.31;  17.21; 0.720;G5V
115387;10.10;   4.92; 0.424;F5
115388; 9.65;   1.96; 1.792;M0
115390;11.00;   0.21; 1.750;F3Ibp-F6
115389; 6.38;   3.02; 1.540;K3III
115391; 8.91;   2.08; 1.185;K1III
115392; 8.33;   2.41; 1.561;M1III
115393; 9.21;   2.51; 1.137;K0
115394; 8.80;   8.03; 0.284;A
115395; 5.56;   2.20; 1.679;K3II
115396; 8.05;   2.68; 1.002;G5
115397; 8.71;   2.84; 1.091;K1IV
115398; 9.18;   1.71; 1.319;K
115399; 9.00;   1.68; 1.368;K1/K2V
115400; 8.57;   2.03; 0.043;A0
115401; 9.06;   6.58; 0.552;G0Vw
115402; 9.39;   7.15; 0.646;G8IV/V
115403; 8.80;   1.65; 1.323;K5
115404; 5.19;  13.75; 0.203;A3V
115405; 9.00;   4.06; 0.935;K2III + F/G
115406;10.18;   4.72; 0.377;A9V
115407; 6.28;   6.69;-0.033;B9.5V
115408; 8.77;   7.56; 0.456;F8
115409; 8.08;   6.69; 0.930;K0III/IV
115410; 9.06;   4.96; 0.184;A
115411; 8.68;  22.08; 0.700;G6V
115412; 7.61;   7.83; 0.478;F5
115413; 9.12;   6.32; 0.503;F5V
115414; 9.67;   2.13; 1.277;K5
115415; 8.71;  13.42; 0.536;F6V
115416; 7.33;   2.10; 1.416;K2
115418; 8.97;  10.22; 0.571;F8V
115417; 6.62;  26.70; 0.600;G2V
115419; 9.71;  14.13; 0.873;F5
115420; 9.21;   4.78; 0.456;F2
115421; 9.16;   3.31; 0.192;A2
115422; 8.80;  11.54; 0.497;G
115423; 9.15;  -0.20; 0.444;B5
115424;10.80;   1.54; 0.750;O8e
115425; 7.43;  11.49; 0.387;F2/F3V
115427; 8.28;   2.82; 1.307;K3III
115428; 7.04;   7.54; 0.033;A0
115429; 7.73;   2.86; 0.909;G8III
115430;10.03;  24.30; 0.950;K1/K2V
115431; 9.46;   0.42; 0.029;A0
115432; 8.23;   3.59; 0.544;G0
115433; 6.08;   3.83; 1.603;M3III
115434; 9.25;   1.96; 1.442;K2
115435; 9.24;   2.26; 1.180;K0
115436; 9.07;   8.13; 0.582;F7V
115437; 9.44;   1.23; 1.000;K0
115438; 3.96;  20.14; 1.082;K0III
115439; 8.53;   2.74; 0.105;A0
115440; 8.91;   1.72; 1.602;M2III
115441; 9.00;   2.36; 0.131;A2
115442; 9.38;   3.28; 0.457;F3V
115443; 8.66;  12.78; 0.562;F7V
115444; 5.09;   9.88; 1.315;K3III
115445; 7.80;  51.37; 0.881;K2V
115446; 8.35;   4.42; 0.259;A0
115447; 8.30;   3.52; 0.957;G8IV
115448; 8.41;   8.73; 0.921;K0IV
115449; 8.15;   4.40; 0.483;F5III
115450; 8.61;   3.37; 1.100;K0
115451; 9.47;   6.65; 0.518;F6/F7V
115452; 7.79;   4.78; 1.123;K0/K1III
115453; 9.28;   4.48; 0.372;F0
115454; 7.99;   4.62; 0.848;G6III
115455;10.97;  18.74; 1.603;K7
115456; 9.93;   2.89; 0.684;G1V
115457; 7.88;   8.10; 0.475;F5
115458; 9.38;   7.11; 0.391;F2IV/V
115459; 7.13;  10.05; 0.283;F0V
115460; 7.70;   0.86; 0.918;K0
115461; 9.41;   3.08; 0.191;A2
115462; 6.57;   3.97; 1.269;K2III
115463; 8.41;   0.33; 0.979;K0
115464; 8.57;   2.08; 1.009;K2
115465; 9.01;   7.06; 0.651;G2/G3V
115466;10.07;   5.22; 0.528;F5V
115467; 9.35;   5.23; 0.412;F0
115468; 8.93;  13.00; 0.546;G0
115469; 8.29;   9.16; 0.457;F3V
115470; 8.61;  32.06; 0.939;K0
115471; 8.73;   1.83; 1.165;K2
115472; 7.93;   2.61; 1.263;K1III
115473; 9.30;  23.39; 1.095;K8
115474;10.33;   1.80; 1.559;K5
115475; 9.64;   3.92; 0.566;F8
115476; 6.33;   2.27; 1.583;K2
115477; 8.50;   3.77; 1.042;K0
115478; 9.10;   5.75; 0.401;F2V
115479; 8.02;   3.06; 1.633;M...
115480; 9.19;   1.37; 0.059;A0
115482; 8.85;   3.25; 0.366;A2
115481;10.30;   6.16; 0.589;F8
115483; 8.52;   4.10; 1.093;K2
115484; 6.84;   3.64; 0.079;A2
115485; 8.68;   1.82; 1.750;K3V
115486; 8.89;   1.45; 1.514;K5/M0III
115487; 7.80;   0.86; 1.596;K2
115488; 8.37;   5.70; 0.132;A2/A3V
115489; 8.27;  15.63; 0.540;F8
115490; 8.34;   5.74; 0.231;A5IV
115491; 8.82;   1.14; 1.055;G5
115492; 8.44;   3.45; 0.884;G8IV
115493; 7.39;   1.37; 1.592;M1/M2III
115494; 7.92;   5.16; 1.091;K0III
115495; 6.69;   6.25; 0.930;K0
115496; 6.12;   2.92; 1.464;K3III
115497; 8.76;   2.05; 1.569;M1III
115498;11.47;  12.56; 1.204;K2
115499; 9.67;   3.41; 1.008;G8IV/V
115500; 6.70;  13.91; 0.452;FVw
115501; 8.50;  13.31; 0.581;F8/G0V
115502; 8.42;   4.57; 0.073;A0
115503; 6.97;  10.87; 0.401;F2
115504; 9.25;   1.04; 1.666;M2
115505; 7.51;  14.22; 0.450;F5V
115507;10.93;   5.93; 0.660;G0
115506; 7.16;   9.19; 0.263;A3III
115508; 8.95;   2.55; 0.444;B9.5V
115509; 9.45;   8.49; 0.602;F8V
115511; 8.50;   6.33; 0.599;G0
115510; 6.13;   6.79; 0.258;A4III
115512; 7.60;   3.87; 0.900;K0
115513; 7.50;   3.27; 0.700;F5
115514; 8.12;   1.36; 0.056;A0
115515; 9.19;   1.87; 1.653;M2/M3III:
115516; 8.82;   2.90; 0.481;A
115517; 8.60;   1.91; 1.297;K1/K2III
115518; 7.75;   5.51;-0.013;A0V
115521;10.60;   1.27; 0.622;
115520; 7.36;   2.61;-0.040;A0
115519; 8.53;  18.69; 0.626;G2V
115522; 6.46;  15.99; 0.433;F3IV/V
115523; 9.17;   1.10; 1.054;K0III/IV
115524; 7.67;   5.41; 0.351;F0
115525; 9.75;   9.46; 0.696;G8
115526; 8.76;  -0.57; 1.079;K1III
115527; 7.62;  33.10; 0.682;G5
115528; 6.18;   8.89; 1.020;K0III
115529; 6.79;   1.92; 0.254;B2V
115530; 6.37;   2.61; 1.702;M0
115531; 8.44;   3.89; 1.136;K0III
115532; 9.23;   7.64; 0.886;G8III/IV
115533; 8.45;   6.95; 0.358;F2
115534; 9.96;   9.87; 0.769;G6IV/V
115535; 8.96;   4.50; 0.506;F5V
115537; 5.75;   5.91; 1.611;M0III
115536;10.15;   6.65; 0.620;G5/G6V
115538; 8.74;   1.73; 0.059;A0
115539; 7.52;   2.46; 1.039;K0
115540; 8.10;   2.44;-0.044;B9
115541; 9.34;   1.18; 1.619;M0
115542; 8.26;   0.96; 1.021;F7Ib
115543; 8.61;   0.54; 0.825;G5
115544; 6.62;   5.44; 1.152;K2III comp
115545; 8.07;   4.63; 1.075;K2
115546; 7.94;   1.80; 1.413;K2
115547; 6.88;  23.86; 0.541;G0V
115548; 7.44;  12.43; 0.468;F5
115549; 6.97;   4.23; 1.004;K0III
115550; 6.61;   7.35; 0.550;F0
115551; 7.18;   4.65;-0.098;A0
115552; 7.55;   8.26; 0.524;F8V
115553; 9.20;   0.03; 1.205;M4/M5III
115554; 9.92;   6.26; 0.456;F2V
115555; 9.11;  11.80; 0.722;G5IV
115556; 7.35;   4.00; 0.096;A3V
115557; 9.05;   4.25; 1.075;K0
115558; 9.05;   3.12; 1.503;K
115559;10.67;   0.19; 0.900;
115560;10.29;   1.76; 0.476;F8
115561; 9.08;   3.40; 1.072;K0III
115562;10.03;  76.23; 1.465;M2
115563; 7.20;   6.96; 0.378;F2
115564;10.59;   6.02; 0.701;F6V
115565; 9.78;   1.64; 1.590;M...
115566; 8.97;   4.22; 0.111;B9III
115567; 6.72;   1.28; 0.007;B8III
115568; 8.66;   2.30; 0.957;G5
115569; 6.75;   7.29; 1.080;K0
115570; 9.35;   5.34; 0.593;F7V
115571; 8.99;   2.66; 1.331;K1III
115572; 7.54;  12.03; 0.822;G5
115573; 8.49;   6.16; 1.000;G8IV
115574; 9.38;   6.82; 0.492;F7V
115575; 8.64;   7.63; 0.550;G0
115576; 8.15;   1.59; 0.055;A0
115577; 7.59;  23.01; 0.692;G5V
115578; 9.69;  10.90; 0.573;G2V
115579; 7.01;   2.21;-0.135;B2V
115580; 9.03;  -1.35; 1.439;K3V:
115581; 9.13;  11.82; 0.661;G3V
115582; 9.01;  11.40; 0.574;G1V
115583; 7.38;   3.43;-0.069;B9
115584;11.56;  17.19; 1.249;
115585; 8.24;   1.44; 1.040;G8III
115586; 9.03;   3.57; 0.196;A0
115587; 7.71;   4.23; 0.993;G8IV
115588; 7.80;   4.03; 1.067;K0III
115589; 8.96;   3.28; 1.127;G5
115590; 4.96;   4.23; 1.676;M1III
115591; 5.56;   6.44;-0.075;B9III
115592; 8.99;   7.50; 0.424;G0
115593; 9.69;   8.16; 0.417;F2/F3V
115594; 9.43;   4.11; 0.547;F7V
115595; 9.16;   0.53; 1.503;K2
115596; 7.40;   3.89; 1.304;K0
115597; 7.68;   4.90; 1.118;K1III
115598;10.93;   0.19; 0.927;K0III
115599; 8.81;   1.78; 1.040;K0
115600; 8.23;   1.38; 1.685;K2
115601; 7.95;   7.55; 0.446;F5
115602; 9.28;   4.46; 1.029;K0
115603;10.36;   5.80;      ;
115604; 9.23;  11.53; 0.658;G0
115605; 7.45;   1.89; 1.223;K2III
115606; 8.77;   2.41; 0.240;A2
115607; 9.79;   2.14; 1.569;M0
115608; 9.28;   3.64; 0.080;A0
115609; 8.39;   2.03; 1.625;M2III
115610; 9.35;  25.02; 0.967;K2
115611; 8.73;   5.10; 1.220;F0V
115612; 8.61;   0.24; 1.089;G8/K0III
115614; 8.55;   4.18; 0.268;A7III
115613; 8.68;   8.47; 0.378;F2
115615; 7.87;   4.64; 0.185;A3V
115616; 8.41;   2.35; 1.219;K2III
115617; 9.76;   7.52; 0.601;G2V
115618;11.47;  23.03; 1.285;K7V:
115619; 8.50;   1.85; 1.163;K2
115620; 5.60;  11.42; 1.063;K0III
115621; 7.69;   2.64;-0.036;A0
115622; 7.90;   5.23; 1.002;K1III
115623; 4.42;  18.83; 0.617;F8IV
115624; 9.42;   2.05; 0.269;A2
115625; 8.78;   4.24; 0.116;A0
115626; 7.83;   2.81; 1.152;K1III
115627; 8.03;   7.34; 0.344;A9III
115628;10.15;   2.73; 0.160;A2IV
115629; 8.80;   4.22; 0.381;F2IV/V
115630; 9.35;   7.71; 0.661;G1/G2V
115631; 7.76;   3.69; 1.453;K4III
115632; 9.32;   2.05; 1.077;K0III
115633; 9.33;   0.18; 1.000;K0
115634;10.07;   0.91; 1.068;K0
115635; 8.43;   5.26; 0.950;K2
115636; 9.18;   6.06; 0.500;F3V
115637;10.09;   1.16; 0.594;F5V
115638; 8.11;   4.53; 0.936;G8III
115639; 9.62;   4.70; 0.485;F2
115640; 9.29;   0.12; 0.030;A0
115641; 9.23;   3.16; 0.524;F7V
115642; 9.79;  -1.64; 1.000;K2/K3
115643; 6.76;   1.74; 1.594;M0
115644; 9.03;   1.87; 0.977;K0IV/V
115645; 6.81;   4.02; 1.208;K0
115646; 6.97;   6.52; 0.234;A3
115647; 8.24;   2.87; 0.480;F5/F6V
115649;10.11;  -0.27; 1.033;G1
115648;11.27;  32.87; 1.430;M:
115650; 9.91;   2.73; 0.407;B8
115651;10.44;   5.28; 0.397;F8
115652; 9.50;   0.69; 1.161;K5III
115653; 9.40;   3.48; 1.332;K2
115654; 7.67;   3.92; 0.065;A0
115655; 7.89;  17.00; 0.569;G0
115656; 9.05;   2.35; 0.100;A0
115657; 8.14;   0.96; 1.411;M3
115658; 8.53;   1.60; 0.334;B9V
115659; 9.34;  12.47; 0.641;G5V
115661; 7.82;  -0.23; 0.753;A5Ia
115660; 9.10;   4.38; 1.064;K0III/IV
115662; 7.74;  22.11; 0.603;G3V
115663;10.42;   4.69; 0.599;G0
115664;11.06;  13.55; 0.991;K3:
115665; 8.48;   2.67; 0.375;A3
115666; 7.76;   7.28; 0.699;F8
115667; 7.02;   6.76;-0.015;A0
115668; 9.45;   6.18; 0.464;F5V
115669; 4.38;  10.57; 1.460;K4III
115670; 9.09;   3.59; 0.532;A5
115671;11.68;  -1.98;      ;
115672; 8.35;   5.99; 0.060;A0
115673; 9.15;  13.46; 0.702;G6V
115674; 7.56;   4.55; 1.353;K0
115675; 8.71;   4.79; 0.472;F2V
115676; 9.19;   3.15; 1.589;M1/M2III:
115677; 8.98;  -0.01; 1.094;G
115678; 6.66;  10.02; 0.297;A2
115679; 8.67;   3.98; 0.222;A2
115680;10.56;  42.25; 1.461;sdM:
115681; 6.58;   6.35; 1.000;G8III
115682; 9.85;   2.88; 0.476;F5
115684; 9.58;  11.29; 0.735;G5
115683; 9.22;   2.67; 1.042;G8/K0III:
115685; 7.78;   3.08; 0.156;A3III
115686; 8.80;   1.77; 1.682;M0
115687; 9.16;  19.21; 0.718;G6V
115688; 8.28;   4.49; 1.058;K0III
115689; 7.16;   1.63; 1.516;K5
115690;10.42;   5.07; 0.490;F5/F6V
115691; 6.60;   0.37; 0.336;F0II
115692; 8.77;   4.05; 0.305;A3
115693; 8.32;   3.72; 0.915;K0
115694; 9.07;   6.23; 0.527;F6/F7V
115695; 8.97;   6.01; 0.528;G5
115696; 6.81;  10.01; 0.950;G5
115697; 7.10;  20.65; 0.602;G0
115698; 7.72;   6.54; 0.200;A4V
115699; 8.49;   4.27; 1.130;K2
115700; 9.56;   2.68; 0.540;F5
115701; 7.84;   4.25; 0.051;A0
115702; 8.27;   2.13; 1.093;K0III
115703; 9.46;   8.19; 0.651;G3V
115704;10.49;   8.85; 0.469;F2
115705; 7.30;   5.18; 1.105;K2
115706; 8.23;   1.65; 1.472;K4/K5III
115707; 9.00;  -0.09; 1.500;M1III
115708; 8.75;   2.31; 0.283;A3
115709; 6.43;   8.24; 1.036;K0III
115710; 7.82;   5.37; 0.278;A3
115711; 8.18;   7.38; 0.294;A0
115712; 8.50;   3.88; 0.331;F0
115713; 5.53;  31.28; 0.409;F4V
115714; 7.98;  16.73; 0.597;F8
115716; 8.71;  14.08; 0.681;G5
115717; 9.70;   6.77; 0.824;G0
115718; 9.56;  -3.15; 1.359;M0...
115719; 8.83;   4.81; 0.936;G5
115720; 8.20;  10.71; 0.521;F8
115715; 7.36;  28.53; 0.644;G0
115721; 9.08;  10.71; 0.630;F8V
